QC(2,16): Elem# =   1
    1       0.000000   6.666667  13.333333  20.000000   0.000000  10.000000  20.000000  30.000000
            0.000000  13.333333  26.666667  40.000000   0.000000  16.666667  33.333333  50.000000
    2       0.000000   0.000000   0.000000   0.000000   0.333333   0.333333   0.333333   0.333333
            0.666667   0.666667   0.666667   0.666667   1.000000   1.000000   1.000000   1.000000
  R =   0.0694318442029740  S =   0.0694318442029740  det =  22.0829553260892304
  R =   0.0694318442029740  S =   0.3300094782075720  det =  29.9002843462271564
  R =   0.0694318442029740  S =   0.6699905217924280  det =  40.0997156537728472
  R =   0.0694318442029740  S =   0.9305681557970260  det =  47.9170446739107874
  R =   0.3300094782075720  S =   0.0694318442029740  det =  22.0829553260892162
  R =   0.3300094782075720  S =   0.3300094782075720  det =  29.9002843462271564
  R =   0.3300094782075720  S =   0.6699905217924280  det =  40.0997156537728472
  R =   0.3300094782075720  S =   0.9305681557970260  det =  47.9170446739107803
  R =   0.6699905217924280  S =   0.0694318442029740  det =  22.0829553260892197
  R =   0.6699905217924280  S =   0.3300094782075720  det =  29.9002843462271528
  R =   0.6699905217924280  S =   0.6699905217924280  det =  40.0997156537728472
  R =   0.6699905217924280  S =   0.9305681557970260  det =  47.9170446739107874
  R =   0.9305681557970260  S =   0.0694318442029740  det =  22.0829553260892268
  R =   0.9305681557970260  S =   0.3300094782075720  det =  29.9002843462271599
  R =   0.9305681557970260  S =   0.6699905217924280  det =  40.0997156537728330
  R =   0.9305681557970260  S =   0.9305681557970260  det =  47.9170446739107945
QC(2,16): Elem# =   2
    1       0.000000  26.666667  53.333333  80.000000  10.000000  33.333333  56.666667  80.000000
           20.000000  40.000000  60.000000  80.000000  30.000000  46.666667  63.333333  80.000000
    2       0.000000   0.000000   0.000000   0.000000   0.333333   0.333333   0.333333   0.333333
            0.666667   0.666667   0.666667   0.666667   1.000000   1.000000   1.000000   1.000000
  R =   0.0694318442029740  S =   0.0694318442029740  det =  77.9170446739108087
  R =   0.0694318442029740  S =   0.3300094782075720  det =  70.0997156537728188
  R =   0.0694318442029740  S =   0.6699905217924280  det =  59.9002843462271741
  R =   0.0694318442029740  S =   0.9305681557970260  det =  52.0829553260892411
  R =   0.3300094782075720  S =   0.0694318442029740  det =  77.9170446739107945
  R =   0.3300094782075720  S =   0.3300094782075720  det =  70.0997156537728472
  R =   0.3300094782075720  S =   0.6699905217924280  det =  59.9002843462271812
  R =   0.3300094782075720  S =   0.9305681557970260  det =  52.0829553260892268
  R =   0.6699905217924280  S =   0.0694318442029740  det =  77.9170446739107945
  R =   0.6699905217924280  S =   0.3300094782075720  det =  70.0997156537728472
  R =   0.6699905217924280  S =   0.6699905217924280  det =  59.9002843462271528
  R =   0.6699905217924280  S =   0.9305681557970260  det =  52.0829553260892126
  R =   0.9305681557970260  S =   0.0694318442029740  det =  77.9170446739107803
  R =   0.9305681557970260  S =   0.3300094782075720  det =  70.0997156537728330
  R =   0.9305681557970260  S =   0.6699905217924280  det =  59.9002843462271599
  R =   0.9305681557970260  S =   0.9305681557970260  det =  52.0829553260892482
