           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
          10.00,     5.00000000
           0.00,     0.00371502
           0.00,    -0.00013050
           0.00,    -0.00032680
           0.00,    -0.00013050
          90.00,    -0.00032680
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
          10.00,     5.00000000
           0.00,     0.01000000
           0.00,    -0.00365546
          -0.01,    -0.01000000
           0.00,    -0.00365546
          90.00,    -0.01000000
           1.00,          47.00
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
          10.00,     5.00000000
          -0.01,     0.07752179
           0.02,     0.01578511
          -0.02,    -0.05557408
           0.00,     0.01578511
          90.00,    -0.05557408
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           1.00,     0.00000000
           1.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
           0.00,     0.00000000
          10.00,     5.00000000
          -0.04,     0.01000000
           0.02,    -0.05521571
           0.02,    -0.01000000
           0.00,    -0.05521571
          90.00,    -0.01000000
           1.00,          47.00
