           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.00,
           0.62,           0.00,
           0.83,           0.00,
           1.04,           0.00,
           1.25,           0.00,
           1.46,           0.00,
           1.67,           0.00,
           1.88,           0.00,
           2.08,           0.00,
           2.29,           0.00,
           2.50,           0.00,
           2.71,           0.00,
           2.92,           0.00,
           3.12,           0.00,
           3.33,           0.00,
           3.54,           0.00,
           3.75,           0.00,
           3.96,           0.00,
           4.17,           0.00,
           4.37,           0.00,
           4.58,           0.00,
           4.79,           0.00,
           5.00,           0.00,
           5.21,           0.00,
           5.42,           0.00,
           5.62,           0.00,
           5.83,           0.00,
           6.04,           0.00,
           6.25,           0.00,
           6.46,           0.00,
           6.67,           0.00,
           6.88,           0.00,
           7.08,           0.00,
           7.29,           0.00,
           7.50,           0.00,
           7.71,           0.00,
           7.92,           0.00,
           8.13,           0.00,
           8.33,           0.00,
           8.54,           0.00,
           8.75,           0.00,
           8.96,           0.00,
           9.17,           0.00,
           9.38,           0.00,
           9.58,           0.00,
           9.79,           0.00,
          10.00,           0.00,
           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.00,
           0.62,           0.01,
           0.83,           0.01,
           1.04,           0.02,
           1.25,           0.02,
           1.46,           0.03,
           1.67,           0.04,
           1.87,           0.06,
           2.08,           0.07,
           2.29,           0.08,
           2.50,           0.10,
           2.71,           0.12,
           2.91,           0.13,
           3.12,           0.15,
           3.33,           0.17,
           3.53,           0.20,
           3.74,           0.22,
           3.95,           0.25,
           4.15,           0.27,
           4.36,           0.30,
           4.57,           0.33,
           4.77,           0.36,
           4.98,           0.39,
           5.19,           0.43,
           5.39,           0.46,
           5.60,           0.50,
           5.80,           0.53,
           6.01,           0.57,
           6.21,           0.61,
           6.41,           0.65,
           6.62,           0.70,
           6.82,           0.74,
           7.02,           0.79,
           7.23,           0.83,
           7.43,           0.88,
           7.63,           0.93,
           7.84,           0.98,
           8.04,           1.03,
           8.24,           1.09,
           8.44,           1.14,
           8.64,           1.20,
           8.84,           1.25,
           9.04,           1.31,
           9.24,           1.37,
           9.44,           1.43,
           9.64,           1.50,
           9.84,           1.56,
           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.01,
           0.62,           0.01,
           0.83,           0.02,
           1.04,           0.03,
           1.25,           0.05,
           1.46,           0.07,
           1.66,           0.09,
           1.87,           0.11,
           2.08,           0.14,
           2.28,           0.17,
           2.49,           0.20,
           2.70,           0.23,
           2.90,           0.27,
           3.10,           0.31,
           3.31,           0.35,
           3.51,           0.39,
           3.72,           0.44,
           3.92,           0.49,
           4.12,           0.54,
           4.32,           0.60,
           4.52,           0.66,
           4.72,           0.72,
           4.92,           0.78,
           5.12,           0.85,
           5.31,           0.92,
           5.51,           0.99,
           5.70,           1.06,
           5.90,           1.14,
           6.09,           1.21,
           6.28,           1.30,
           6.47,           1.38,
           6.66,           1.47,
           6.85,           1.55,
           7.04,           1.65,
           7.22,           1.74,
           7.41,           1.84,
           7.59,           1.93,
           7.77,           2.03,
           7.96,           2.14,
           8.14,           2.24,
           8.31,           2.35,
           8.49,           2.46,
           8.67,           2.57,
           8.84,           2.69,
           9.01,           2.81,
           9.18,           2.93,
           9.35,           3.05,
           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.01,
           0.62,           0.02,
           0.83,           0.03,
           1.04,           0.05,
           1.25,           0.07,
           1.45,           0.10,
           1.66,           0.13,
           1.87,           0.17,
           2.07,           0.20,
           2.27,           0.25,
           2.48,           0.29,
           2.68,           0.35,
           2.88,           0.40,
           3.08,           0.46,
           3.28,           0.52,
           3.48,           0.59,
           3.67,           0.66,
           3.87,           0.73,
           4.06,           0.81,
           4.25,           0.89,
           4.44,           0.98,
           4.63,           1.07,
           4.82,           1.16,
           5.00,           1.26,
           5.18,           1.36,
           5.36,           1.46,
           5.54,           1.57,
           5.72,           1.68,
           5.89,           1.80,
           6.06,           1.91,
           6.23,           2.04,
           6.40,           2.16,
           6.56,           2.29,
           6.73,           2.42,
           6.89,           2.55,
           7.04,           2.69,
           7.20,           2.83,
           7.35,           2.97,
           7.50,           3.12,
           7.64,           3.27,
           7.78,           3.42,
           7.92,           3.58,
           8.06,           3.73,
           8.19,           3.90,
           8.32,           4.06,
           8.45,           4.22,
           8.57,           4.39,
           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.01,
           0.62,           0.02,
           0.83,           0.04,
           1.04,           0.07,
           1.24,           0.10,
           1.45,           0.13,
           1.65,           0.18,
           1.86,           0.22,
           2.06,           0.27,
           2.26,           0.33,
           2.46,           0.39,
           2.66,           0.46,
           2.85,           0.53,
           3.04,           0.61,
           3.24,           0.69,
           3.42,           0.78,
           3.61,           0.87,
           3.79,           0.97,
           3.98,           1.07,
           4.15,           1.18,
           4.33,           1.29,
           4.50,           1.41,
           4.67,           1.53,
           4.84,           1.66,
           5.00,           1.79,
           5.16,           1.92,
           5.32,           2.06,
           5.47,           2.20,
           5.62,           2.35,
           5.76,           2.50,
           5.90,           2.65,
           6.04,           2.81,
           6.17,           2.97,
           6.30,           3.13,
           6.42,           3.30,
           6.54,           3.47,
           6.66,           3.65,
           6.77,           3.82,
           6.87,           4.00,
           6.97,           4.19,
           7.07,           4.37,
           7.16,           4.56,
           7.24,           4.75,
           7.32,           4.94,
           7.40,           5.14,
           7.47,           5.33,
           7.53,           5.53,
           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.01,
           0.62,           0.03,
           0.83,           0.06,
           1.04,           0.09,
           1.24,           0.12,
           1.45,           0.17,
           1.65,           0.22,
           1.85,           0.28,
           2.05,           0.34,
           2.24,           0.41,
           2.43,           0.49,
           2.63,           0.57,
           2.81,           0.66,
           3.00,           0.76,
           3.18,           0.86,
           3.36,           0.97,
           3.53,           1.08,
           3.70,           1.20,
           3.87,           1.33,
           4.03,           1.46,
           4.19,           1.60,
           4.34,           1.74,
           4.49,           1.88,
           4.63,           2.03,
           4.77,           2.19,
           4.91,           2.35,
           5.03,           2.52,
           5.16,           2.68,
           5.27,           2.86,
           5.38,           3.03,
           5.49,           3.21,
           5.59,           3.40,
           5.68,           3.58,
           5.77,           3.77,
           5.85,           3.96,
           5.92,           4.16,
           5.99,           4.36,
           6.05,           4.56,
           6.10,           4.76,
           6.15,           4.96,
           6.19,           5.16,
           6.23,           5.37,
           6.25,           5.58,
           6.27,           5.78,
           6.29,           5.99,
           6.29,           6.20,
           6.29,           6.41,
           0.00,           0.00,
           0.21,           0.00,
           0.42,           0.02,
           0.62,           0.04,
           0.83,           0.07,
           1.03,           0.10,
           1.24,           0.15,
           1.44,           0.20,
           1.64,           0.26,
           1.84,           0.33,
           2.03,           0.41,
           2.22,           0.49,
           2.41,           0.59,
           2.59,           0.69,
           2.77,           0.79,
           2.94,           0.91,
           3.11,           1.03,
           3.28,           1.16,
           3.44,           1.29,
           3.59,           1.43,
           3.74,           1.58,
           3.88,           1.73,
           4.02,           1.89,
           4.15,           2.05,
           4.27,           2.22,
           4.39,           2.39,
           4.50,           2.57,
           4.60,           2.75,
           4.69,           2.93,
           4.78,           3.12,
           4.86,           3.32,
           4.93,           3.51,
           5.00,           3.71,
           5.05,           3.91,
           5.10,           4.11,
           5.14,           4.32,
           5.17,           4.52,
           5.20,           4.73,
           5.21,           4.94,
           5.22,           5.14,
           5.22,           5.35,
           5.21,           5.56,
           5.19,           5.77,
           5.17,           5.98,
           5.13,           6.18,
           5.09,           6.39,
           5.04,           6.59,
           4.98,           6.79,
           4.91,           6.98,
           0.00,           0.00,
           0.21,           0.01,
           0.42,           0.02,
           0.62,           0.04,
           0.83,           0.08,
           1.03,           0.12,
           1.23,           0.17,
           1.43,           0.24,
           1.63,           0.31,
           1.82,           0.39,
           2.01,           0.48,
           2.19,           0.58,
           2.37,           0.68,
           2.54,           0.80,
           2.71,           0.92,
           2.87,           1.05,
           3.03,           1.19,
           3.18,           1.34,
           3.32,           1.49,
           3.46,           1.65,
           3.58,           1.81,
           3.70,           1.98,
           3.81,           2.16,
           3.92,           2.34,
           4.01,           2.53,
           4.10,           2.72,
           4.17,           2.91,
           4.24,           3.11,
           4.30,           3.31,
           4.35,           3.51,
           4.39,           3.71,
           4.42,           3.92,
           4.44,           4.13,
           4.45,           4.33,
           4.45,           4.54,
           4.44,           4.75,
           4.42,           4.96,
           4.39,           5.16,
