          10.00,           0.00,           0.00,
          10.00,           0.33,           0.00,
           9.99,           0.66,           0.00,
           9.97,           0.99,           0.00,
           9.94,           1.32,           0.00,
           9.89,           1.65,           0.00,
           9.83,           1.97,           0.00,
           9.76,           2.29,           0.00,
           9.68,           2.61,           0.00,
           9.59,           2.92,           0.00,
           9.49,           3.23,           0.00,
           9.37,           3.54,           0.00,
           9.25,           3.84,           0.00,
           9.12,           4.13,           0.00,
           8.97,           4.43,           0.00,
           8.82,           4.72,           0.00,
           8.66,           5.00,           0.00,
           8.49,           5.28,           0.00,
           8.31,           5.55,           0.00,
           8.12,           5.82,           0.00,
           7.92,           6.08,           0.00,
           7.72,           6.33,           0.00,
           7.51,           6.58,           0.00,
           7.29,           6.82,           0.00,
           7.06,           7.06,           0.00,
           6.82,           7.29,           0.00,
           6.58,           7.51,           0.00,
           6.33,           7.72,           0.00,
           6.08,           7.92,           0.00,
           5.82,           8.12,           0.00,
           5.55,           8.31,           0.00,
           5.28,           8.49,           0.00,
           5.00,           8.66,           0.00,
           4.72,           8.82,           0.00,
           4.43,           8.97,           0.00,
           4.13,           9.12,           0.00,
           3.84,           9.25,           0.00,
           3.54,           9.37,           0.00,
           3.23,           9.49,           0.00,
           2.92,           9.59,           0.00,
           2.61,           9.68,           0.00,
           2.29,           9.76,           0.00,
           1.97,           9.83,           0.00,
           1.65,           9.89,           0.00,
           1.32,           9.94,           0.00,
           0.99,           9.97,           0.00,
           0.66,           9.99,           0.00,
           0.33,          10.00,           0.00,
           0.00,          10.00,           0.00,
           0.00,          10.00,           0.00,
           0.00,          10.00,           0.26,
           0.00,           9.99,           0.53,
           0.00,           9.98,           0.79,
           0.00,           9.96,           1.05,
           0.00,           9.93,           1.31,
           0.00,           9.89,           1.57,
           0.00,           9.84,           1.83,
           0.00,           9.79,           2.09,
           0.00,           9.73,           2.34,
           0.00,           9.67,           2.59,
           0.00,           9.60,           2.84,
           0.00,           9.52,           3.09,
           0.00,           9.43,           3.34,
           0.00,           9.34,           3.59,
           0.00,           9.24,           3.83,
           0.00,           9.14,           4.07,
           0.00,           9.02,           4.30,
           0.00,           8.91,           4.54,
           0.00,           8.78,           4.77,
           0.00,           8.66,           5.00,
           0.00,           8.52,           5.22,
           0.00,           8.38,           5.44,
           0.00,           8.24,           5.66,
           0.00,           8.08,           5.87,
           0.00,           7.93,           6.08,
           0.00,           7.77,           6.29,
           0.00,           7.60,           6.49,
           0.00,           7.43,           6.69,
           0.00,           7.25,           6.88,
           0.00,           7.07,           7.07,
           0.00,           6.88,           7.25,
           0.00,           6.69,           7.43,
           0.00,           6.50,           7.61,
           0.00,           6.30,           7.77,
           0.00,           6.09,           7.94,
           0.00,           5.88,           8.09,
           0.00,           5.67,           8.25,
           0.00,           5.45,           8.39,
           0.00,           5.23,           8.53,
           0.00,           5.01,           8.67,
           0.00,           4.78,           8.80,
           0.00,           4.55,           8.92,
           0.00,           4.31,           9.03,
           0.00,           4.08,           9.14,
           0.00,           3.83,           9.25,
           0.00,           3.59,           9.34,
           0.00,           3.34,           9.43,
           0.00,           3.09,           9.51,
           0.00,           3.09,           9.51,
           0.10,           3.09,           9.51,
           0.21,           3.09,           9.51,
           0.31,           3.08,           9.51,
           0.41,           3.07,           9.51,
           0.51,           3.06,           9.51,
           0.61,           3.04,           9.51,
           0.71,           3.02,           9.51,
           0.81,           2.99,           9.51,
           0.90,           2.96,           9.51,
           1.00,           2.93,           9.51,
           1.09,           2.90,           9.51,
           1.19,           2.86,           9.51,
           1.28,           2.82,           9.51,
           1.37,           2.77,           9.51,
           1.46,           2.73,           9.51,
           1.55,           2.68,           9.51,
           1.63,           2.62,           9.51,
           1.72,           2.57,           9.51,
           1.80,           2.51,           9.51,
           1.88,           2.45,           9.51,
           1.96,           2.39,           9.51,
           2.03,           2.32,           9.51,
           2.11,           2.25,           9.51,
           2.18,           2.18,           9.51,
           2.25,           2.11,           9.51,
           2.32,           2.03,           9.51,
           2.39,           1.96,           9.51,
           2.45,           1.88,           9.51,
           2.51,           1.80,           9.51,
           2.57,           1.72,           9.51,
           2.62,           1.63,           9.51,
           2.68,           1.55,           9.51,
           2.73,           1.46,           9.51,
           2.77,           1.37,           9.51,
           2.82,           1.28,           9.51,
           2.86,           1.19,           9.51,
           2.90,           1.09,           9.51,
           2.93,           1.00,           9.51,
           2.96,           0.90,           9.51,
           2.99,           0.81,           9.51,
           3.02,           0.71,           9.51,
           3.04,           0.61,           9.51,
           3.06,           0.51,           9.51,
           3.07,           0.41,           9.51,
           3.08,           0.31,           9.51,
           3.09,           0.21,           9.51,
           3.09,           0.10,           9.51,
           3.09,           0.00,           9.51,
          10.00,           0.00,           0.00,
